anno	mese	provincia	comune	giorno_settimana	ora	organo_di_rilevazione	organo_coordinatore	localizzazione_incidente	denominazione_della_strada	progressivo_chilometrico	tronco_di_strada_o_autostrada	tipo_di_strada	pavimentazione	intersezione_o_non_interse1	fondo_stradale	segnaletica	condizioni_meteorologiche	natura_incidente	tipo_veicolo_a	tipo_veicoli__b_	tipo_veicolo__c_	cilindrata__veicolo__a_	cilindrata__veicolo__b_	cilindrata__veicolo__c_	peso_totale_a_pieno_carico2	peso_totale_a_pieno_carico3	peso_totale_a_pieno_carico4	veicolo__a____circostanze_5	veicolo__a____circostanze_6	veicolo__b____circostanze_7	veicolo__b____circostanze_8	immatricolazione_veicolo__a_	immatricolazione_veicolo__b_	immatricolazione_veicolo__c_	veicolo__a___et__conducente	veicolo__a___sesso_conducente	veicolo__a___esito_conducente	veicolo__a___patente_condu9	veicolo__a___anno_rilascio10	veicolo__a___passeggeri_an11	veicolo__a___et__passegger12	veicolo__a___sesso_passegg13	veicolo__a___esito_passegg14	veicolo__a___et__passegger15	veicolo__a___sesso_passegg16	veicolo__a___esito_passegg17	veicolo__a___et__passegger18	veicolo__a___sesso_passegg19	veicolo__a___esito_passegg20	veicolo__a___et__passegger21	veicolo__a___sesso_passegg22	veicolo__a___altri_passegg23	veicolo__a___altri_passegg24	veicolo__a___altri_passegg25	veicolo__a___altri_passegg26	veicolo__b___et__conducente	veicolo__b___sesso_conducente	veicolo__b___esito_conducente	veicolo__b___patente_condu27	veicolo__b___anno_rilascio28	veicolo__b___passeggeri_an29	veicolo__b___et__passegger30	veicolo__b___sesso_passegg31	veicolo__b___esito_passegg32	veicolo__b___et__passegger33	veicolo__b___sesso_passegg34	veicolo__b___esito_passegg35	veicolo__b___et__passegger36	veicolo__b___sesso_passegg37	veicolo__b___esito_passegg38	veicolo__b___et__passegger39	veicolo__b___sesso_passegg40	veicolo__b___altri_passegg41	veicolo__b___altri_passegg42	veicolo__b___altri_passegg43	veicolo__b___altri_passegg44	veicolo__c___et__conducente	veicolo__c___sesso_conducente	veicolo__c___esito_conducente	veicolo__c___patente_condu45	veicolo__c___anno_rilascio46	veicolo__c___passeggeri_an47	veicolo__c___et__passegger48	veicolo__c___sesso_passegg49	veicolo__c___esito_passegg50	veicolo__c___et__passegger51	veicolo__c___sesso_passegg52	veicolo__c___esito_passegg53	veicolo__c___et__passegger54	veicolo__c___sesso_passegg55	veicolo__c___esito_passegg56	veicolo__c___et__passegger57	veicolo__c___sesso_passegg58	veicolo__c___altri_passegg59	veicolo__c___altri_passegg60	veicolo__c___altri_passegg61	veicolo__c___altri_passegg62	pedone_morto_1__sesso	pedone_morto_1__et_	pedone_ferito_1__sesso	pedone_ferito_1__et_	pedone_morto_2__sesso	pedone_morto_2__et_	pedone_ferito_2__sesso	pedone_ferito_2__et_	pedone_morto_3__sesso	pedone_morto_3__et_	pedone_ferito_3__sesso	pedone_ferito_3__et_	pedone_morto_4__sesso	pedone_morto_4__et_	pedone_ferito_4__sesso	pedone_ferito_4__et_	altri_veicoli_coinvolti	morti_maschi_coinvolti_su_63	morti_femmine_coinvolti_su64	feriti_maschi_coinvolti_su65	feriti_femmine_coinvolti_s66	morti_entro_24_ore	morti_entro_30_giorni	feriti	numero	peso
10	05	064	039	4	20	2	2	5	088	045	12	3	1	07	1	2	1	04	01	01	01	1900 	1400 	1000 	    	    	    	21	  	21	  	03	03	01	08	1	1	2	  	2	08	4	 	  	 	 	  	 	 	  	 	  	  	  	  	09	2	2	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089227	  5.055555556
10	05	064	055	6	09	2	2	2	185	000	12	2	1	08	2	4	3	02	01	01	  	1900 	2800 	     	    	    	    	21	  	21	  	08	06	  	08	1	2	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089228	  5.055555556
10	06	064	006	3	18	2	2	1	   	000	12	2	1	07	1	3	2	03	01	01	  	2467 	2993 	     	    	    	    	20	  	  	  	00	03	  	10	1	2	2	04	2	13	4	2	13	3	 	  	 	 	  	 	  	  	  	  	06	1	2	5	09	2	05	3	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	05	089229	  5.055555556
10	06	064	008	5	08	2	2	2	221	000	12	2	1	01	2	2	3	03	16	01	  	0125 	1970 	     	    	    	    	01	  	17	  	09	01	  	04	1	2	1	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	78	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089230	  5.055555556
10	06	064	008	3	01	2	2	1	   	000	12	2	1	07	2	1	1	10	17	  	  	0198 	     	     	    	    	    	71	  	75	  	03	  	  	08	1	2	2	03	 	  	 	2	07	4	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089231	  5.055555556
10	06	064	008	4	22	2	2	1	   	000	12	1	1	07	1	2	1	03	15	01	  	0050 	1986 	     	    	    	    	21	  	21	  	  	86	  	04	1	2	0	10	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	10	1	1	2	80	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089232	  1.000000000
10	06	064	017	2	14	2	2	4	000	000	12	2	1	08	1	1	1	10	15	  	  	0050 	     	     	    	    	    	71	  	75	  	07	  	  	04	1	2	0	07	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089238	  1.000000000
10	09	064	021	3	12	2	2	5	164	000	12	2	1	07	1	4	1	01	01	16	  	1000 	0600 	     	    	    	    	26	  	23	  	  	  	  	12	1	2	2	88	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089241	  5.055555556
10	06	064	025	7	15	2	2	8	   	000	12	2	1	07	3	4	3	02	08	01	  	2500 	1422 	     	    	    	    	  	  	  	  	98	06	  	08	1	2	2	07	2	02	3	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	2	2	08	2	06	3	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	04	089242	  1.000000000
10	07	064	011	6	20	2	2	5	   	000	12	2	1	08	1	2	1	01	16	01	  	0600 	1900 	     	    	    	    	25	  	36	  	06	03	  	08	1	2	2	04	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	1	1	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089248	  1.000000000
10	07	064	017	5	12	2	2	4	000	000	12	2	1	08	1	1	1	02	01	01	  	1100 	1900 	     	    	    	    	20	  	26	  	94	93	  	11	1	2	2	72	2	10	4	 	  	 	 	  	 	 	  	 	  	  	  	  	05	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	03	089249	  1.000000000
10	08	064	006	1	21	2	2	1	   	000	12	1	1	01	1	4	1	10	15	  	  	     	     	     	    	    	    	71	  	75	  	97	  	  	04	1	2	0	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089252	  5.055555556
10	10	062	005	5	21	2	2	3	007	000	12	2	1	07	1	2	7	04	01	01	  	     	     	     	    	    	    	20	  	21	  	02	09	  	05	1	1	2	09	2	05	4	2	05	4	 	  	 	 	  	 	  	  	  	  	07	1	1	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089257	  4.558823529
10	08	064	044	7	14	2	2	4	000	000	12	2	1	07	1	1	1	12	13	  	  	3666 	     	     	    	    	    	75	  	75	  	06	  	  	12	1	1	2	84	2	11	4	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089262	  5.055555556
10	07	064	018	7	11	2	2	2	165	000	12	2	1	07	1	2	1	04	01	01	  	1698 	1910 	     	    	    	    	20	  	21	  	00	03	  	11	2	2	2	98	2	11	4	 	  	 	 	  	 	 	  	 	  	  	  	  	11	1	1	2	97	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089263	  5.055555556
10	07	064	074	4	12	2	2	5	127	000	12	2	1	01	1	4	1	02	01	08	  	1900 	3000 	     	    	    	    	01	  	05	  	92	91	  	09	1	2	2	95	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	5	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089269	  5.055555556
10	07	064	086	4	16	2	2	6	007	000	12	2	1	07	1	4	1	10	09	  	  	8888 	     	     	    	    	    	  	80	75	  	01	  	  	09	1	2	3	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089272	  5.055555556
10	09	062	008	2	09	2	2	1	   	000	12	2	1	03	1	2	1	02	01	01	  	     	     	     	    	    	    	02	  	02	  	  	  	  	08	2	2	2	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	10	1	1	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089279	  4.558823529
10	06	061	005	7	25	4	4	1	   	000	12	1	1	07	1	2	1	03	17	01	  	0150 	1200 	     	    	    	    	20	  	34	  	06	94	  	05	1	2	1	07	 	  	 	2	05	3	 	  	 	 	  	 	  	  	  	  	08	2	1	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089281	 16.489361702
10	01	064	008	7	15	2	2	1	   	000	12	1	1	08	2	2	3	10	01	  	  	2417 	     	     	    	    	    	71	  	76	  	97	  	  	12	1	2	2	88	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089287	  1.000000000
10	01	064	044	4	08	2	2	6	007	347	12	2	1	08	2	4	7	08	01	  	  	1248 	     	     	    	    	    	64	  	65	  	04	  	  	08	2	2	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089291	  5.055555556
10	01	064	049	1	13	2	2	1	   	000	12	2	1	07	2	2	3	04	01	01	  	     	     	     	    	    	    	22	  	20	  	01	93	  	08	2	2	2	99	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	2	1	2	04	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089293	  1.000000000
10	07	061	005	3	13	4	4	1	   	000	12	2	1	07	1	4	1	02	16	01	  	0250 	1300 	     	    	    	    	20	  	36	  	07	04	  	07	1	2	1	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	92	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089301	  1.000000000
10	08	064	103	7	19	2	2	3	007	000	03	2	1	07	1	4	1	04	15	01	01	0050 	1900 	1300 	    	    	    	20	  	21	  	06	05	09	04	2	2	0	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	3	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089306	  5.055555556
10	06	064	044	5	25	2	2	6	754	000	12	2	1	07	1	4	1	01	01	10	  	1248 	     	     	    	0097	    	23	  	20	  	10	89	  	10	1	2	3	84	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	2	4	94	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089311	  5.055555556
10	02	064	006	2	01	2	2	1	   	000	12	2	1	07	2	1	3	08	01	  	  	1149 	     	     	    	    	    	  	  	65	  	04	  	  	08	1	2	2	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089313	  1.000000000
10	06	064	049	1	19	2	2	3	007	000	03	1	1	02	2	4	3	03	01	01	  	1248 	1194 	     	    	    	    	15	  	02	  	07	07	  	08	2	2	2	85	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	3	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089315	  5.055555556
10	06	064	069	1	08	2	2	5	400	000	12	1	1	03	1	4	1	04	01	08	01	1300 	2500 	1600 	    	    	    	01	  	02	  	99	98	05	07	1	1	2	03	2	10	4	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	5	99	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	94	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	01	  	  	  	  	00	00	01	089318	  5.055555556
10	02	064	008	5	13	2	2	1	   	000	12	2	1	08	2	4	3	02	01	01	  	1149 	2188 	     	    	    	    	20	  	34	  	03	95	  	08	2	2	2	00	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	2	3	81	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089320	  5.055555556
10	02	064	008	2	01	2	2	6	007	000	03	2	1	07	1	2	1	04	01	01	01	1910 	2902 	1560 	    	    	    	22	  	20	  	99	01	08	06	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	02	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089322	  5.055555556
10	02	064	009	6	11	2	2	1	   	000	12	2	1	10	1	4	1	05	01	  	  	1910 	     	     	    	    	    	  	80	40	  	07	  	  	13	1	1	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	2	12	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	01	00	00	089324	  1.000000000
10	02	064	069	7	12	2	2	6	007	315	12	2	1	08	1	4	1	10	16	  	  	1000 	     	     	    	    	    	  	  	75	  	08	  	  	05	1	2	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089338	  5.055555556
10	02	064	076	6	13	2	2	1	   	000	12	2	1	07	2	1	3	04	01	01	  	1910 	1929 	     	    	    	    	20	  	22	  	98	94	  	05	1	2	2	08	2	05	3	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	2	2	05	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	03	089339	  5.055555556
10	02	064	096	6	14	2	2	5	092	001	03	2	1	08	2	4	3	01	01	06	06	0796 	     	     	    	    	    	31	  	20	  	05	  	  	08	1	2	 	98	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	4	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	4	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089340	  5.055555556
10	03	064	032	1	16	2	2	5	235	000	12	2	1	02	1	4	1	02	01	01	  	     	     	     	    	    	    	02	  	02	  	00	97	  	08	1	2	2	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	2	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089349	  5.055555556
10	03	064	039	1	14	2	2	1	   	000	12	2	1	03	1	4	1	10	01	  	  	1108 	     	     	    	    	    	72	  	70	  	99	  	  	09	2	2	2	  	2	03	4	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089351	  1.000000000
10	03	064	065	7	17	2	2	1	   	000	12	2	1	01	1	3	1	02	01	01	01	0900 	0900 	1900 	    	    	    	05	  	02	  	00	07	06	09	1	2	2	84	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	1	2	07	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	05	1	1	2	09	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089355	  5.055555556
10	04	064	011	6	19	2	2	1	   	000	12	2	1	08	2	1	7	10	01	  	  	1200 	     	     	    	    	    	70	  	72	  	09	  	  	08	1	2	2	96	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089360	  1.000000000
10	04	064	029	4	21	2	2	2	088	000	12	2	1	02	1	4	1	04	01	01	  	1300 	1400 	     	    	    	    	01	  	02	  	06	02	  	08	1	2	2	04	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	06	1	1	2	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089361	  5.055555556
10	02	063	049	3	20	4	3	1	   	000	12	2	1	07	2	1	3	05	16	  	  	     	     	     	    	    	    	40	  	55	  	09	  	  	08	1	1	9	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089363	  1.701863354
10	01	063	049	2	11	4	3	1	   	000	12	1	1	07	1	4	1	05	01	  	  	1108 	     	     	    	    	    	40	  	50	  	98	  	  	12	1	1	2	76	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	4	12	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089367	  1.701863354
10	04	064	066	3	05	2	2	6	007	000	12	2	1	07	1	4	1	08	10	  	  	8888 	     	     	    	    	    	60	  	60	  	08	  	  	08	1	2	5	04	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089370	  5.055555556
10	05	064	092	2	11	2	2	6	425	000	12	2	1	08	1	2	1	10	08	  	  	4400 	     	     	0440	    	    	72	  	75	  	05	  	  	06	1	2	5	08	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089380	  5.055555556
10	05	064	092	5	18	2	2	4	000	000	12	2	1	08	1	1	7	01	15	08	  	0050 	3500 	     	    	    	    	21	  	20	  	07	82	  	04	1	2	0	09	2	04	3	 	  	 	 	  	 	 	  	 	  	  	  	  	09	1	1	2	94	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	02	089381	  5.055555556
10	08	064	054	4	10	2	2	3	007	000	03	2	1	07	1	1	1	03	14	01	  	     	2000 	     	    	    	    	21	  	20	  	  	08	  	11	1	2	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	07	1	1	2	00	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089386	  5.055555556
10	08	064	066	1	17	2	2	2	164	000	12	2	1	08	1	4	1	02	01	01	  	     	     	     	    	    	    	  	  	20	  	  	  	  	06	1	2	2	06	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	13	1	1	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089389	  5.055555556
10	08	064	066	3	12	2	2	4	000	000	12	2	1	07	1	4	1	10	01	  	  	     	     	     	    	    	    	71	  	74	  	  	  	  	08	2	2	2	10	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089390	  1.000000000
10	10	064	028	6	09	2	2	5	400	000	12	2	1	08	1	4	1	02	01	01	  	0900 	1200 	     	    	    	    	20	  	21	  	03	10	  	07	2	2	2	01	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	08	1	1	2	98	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	  	 	 	 	  	 	  	 	 	  	 	 	  	 	 	  	 	  	  	  	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	 	  	  	  	  	  	  	00	00	01	089406	  5.055555556
